name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Mahindra Bolero 2011-2019 ZLX,2013,76000.0,90000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
Honda City V AT,2010,37000.0,110000,Petrol,Individual,Automatic,Third Owner,15.6 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5.0
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,100000.0,70000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
Mahindra XUV500 W8 4WD,2011,56000.0,80000,Diesel,Individual,Manual,Third Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
Hyundai Santro Xing XS eRLX Euro III,2006,30000.0,118000,Petrol,Individual,Manual,First Owner,,,,,
Hyundai i10 Era,2007,30000.0,100000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0
Maruti Wagon R LXI,2004,30000.0,70000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Maruti 800 Std BSII,2004,30000.0,77000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
Maruti Swift Dzire VDI,2018,228000.0,35500,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0
Maruti Wagon R VXI Optional,2018,140000.0,17500,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Maruti Alto K10 VXI,2017,122000.0,27000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
Hyundai Grand i10 1.2 CRDi Asta,2017,192000.0,60000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0
Maruti Wagon R LXI Optional,2016,122000.0,25000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Maruti Swift Dzire LDI Optional,2015,87000.0,80000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Maruti Alto LXi,2012,30000.0,60000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Volkswagen Polo Diesel Highline 1.2L,2013,110000.0,38000,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0
Maruti Wagon R Duo Lxi,2012,30000.0,100000,LPG,Individual,Manual,Second Owner,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5.0
Maruti Omni E 8 Str STD,2012,30000.0,60000,Petrol,Individual,Manual,Third Owner,,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,81000.0,110000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0
Honda BR-V i-DTEC S MT,2016,299000.0,92000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0
Mahindra Bolero 2011-2019 Plus AC,2012,47000.0,180000,Diesel,Individual,Manual,Third Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9.0
Maruti Baleno Zeta 1.2,2018,219000.0,10000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0
Maruti Alto 800 VXI,2017,108000.0,35000,Petrol,Individual,Manual,Second Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Maruti Swift DDiS LDI,2017,175000.0,35000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Hyundai Grand i10 CRDi Sportz,2016,214000.0,23000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0
Tata Indigo CS LX (TDI) BS III,2012,30000.0,150000,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0
Hyundai Xcent 1.1 CRDi SX Option,2015,96000.0,70000,Diesel,Individual,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0
Hyundai i20 1.2 Asta Option,2017,228000.0,40000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Hyundai i20 1.4 CRDi Magna,2012,30000.0,100000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
Maruti Alto 800 LXI,2017,105000.0,50000,Petrol,Individual,Manual,Second Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Maruti Swift Dzire VDi,2010,30000.0,120000,Diesel,Individual,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
Hyundai Xcent 1.1 CRDi S,2015,80000.0,60000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0
Maruti Alto 800 LX,2015,56000.0,28000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Maruti Swift Dzire VXi,2009,30000.0,60000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0
Maruti Swift Dzire VDi,2012,47000.0,80000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
Ford Endeavour 3.2 Titanium AT 4X4,2018,1138000.0,12000,Diesel,Individual,Automatic,First Owner,10.91 kmpl,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7.0
Honda Amaze V Petrol BSIV,2019,385000.0,4500,Petrol,Individual,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0
Tata Indigo eCS VX BSIV,2013,62000.0,70000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
Renault Duster 85PS Diesel RxE,2017,205000.0,120000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5.0
Honda Jazz 1.2 V AT i VTEC,2015,114000.0,80000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
Tata New Safari DICOR 2.2 EX 4x2,2009,30000.0,150000,Diesel,Individual,Manual,Fourth & Above Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0
Mahindra Renault Logan 1.4 GLX Petrol,2009,30000.0,120000,Petrol,Individual,Manual,First Owner,15.7 kmpl,1390 CC,75 bhp,"11@ 3,000(kgm@ rpm)",5.0
Maruti Swift Dzire VDI,2014,130000.0,50000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Honda City V MT,2012,52000.0,83000,Petrol,Individual,Manual,First Owner,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5.0
Maruti Swift Dzire VDI,2017,228000.0,20000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0
Toyota Fortuner 2.8 2WD AT BSIV,2018,1015000.0,49000,Diesel,Individual,Automatic,First Owner,12.9 kmpl,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm,7.0
Honda Brio 1.2 VX MT,2017,158000.0,6750,Petrol,Individual,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0
Maruti Ciaz VXi Plus,2015,130000.0,26000,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,5.0
Hyundai Grand i10 1.2 Kappa Era,2017,150000.0,52000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0
Hyundai Creta 1.6 CRDi AT S Plus,2017,400000.0,51000,Diesel,Individual,Automatic,First Owner,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
Maruti Swift AMT ZXI Plus BSIV,2019,385000.0,20000,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Maruti Ritz VXi,2011,30000.0,18500,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5.0
Mahindra TUV 300 T4,2017,161000.0,142000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2016,234000.0,50478,Petrol,Individual,Manual,First Owner,15.85 kmpl,1499 CC,110.4 bhp,140Nm@ 4400rpm,5.0
Tata Tiago 1.2 Revotron XZA,2019,289000.0,9200,Petrol,Individual,Automatic,First Owner,23.84 kmpl,1199 CC,83.83 bhp,114Nm@ 3500rpm,5.0
Renault Duster 85PS Diesel RxE,2016,180000.0,40000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5.0
Maruti Baleno Delta,2020,346000.0,5000,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Datsun RediGO A,2019,148000.0,2300,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0
Maruti Alto 800 LXI,2016,105000.0,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Mahindra Xylo D2 BSIV,2012,30000.0,119000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8.0
Maruti Alto LX,2005,30000.0,100000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Maruti Ertiga SHVS ZDI Plus,2017,249000.0,100000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0
Maruti Wagon R LXI Minor,2009,30000.0,50000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0
Maruti Eeco Smiles 5 Seater AC,2013,52000.0,80000,Petrol,Individual,Manual,Second Owner,15.1 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5.0
Tata Nexon 1.2 Revotron XM,2018,259000.0,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0
Honda Amaze S i-VTEC,2019,380000.0,1303,Petrol,Dealer,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5.0
Audi Q5 35TDI Premium Plus,2018,1391000.0,31800,Diesel,Dealer,Automatic,First Owner,17.01 kmpl,1968 CC,188 bhp,400nm@ 1750-3000rpm,5.0
Lexus ES 300h,2019,2832000.0,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0
Jaguar XF 2.0 Diesel Portfolio,2017,1120000.0,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0
Jeep Wrangler 2016-2019 3.6 4X4,2017,1435000.0,17000,Petrol,Individual,Automatic,First Owner,9.5 kmpl,3604 CC,280 bhp,347Nm@ 4300rpm,5.0
Toyota Yaris V BSIV,2018,350000.0,4295,Petrol,Trustmark Dealer,Manual,First Owner,17.1 kmpl,1496 CC,105.5 bhp,140Nm@ 4200rpm,5.0
Toyota Yaris V BSIV,2018,350000.0,5229,Petrol,Trustmark Dealer,Manual,First Owner,17.1 kmpl,1496 CC,105.5 bhp,140Nm@ 4200rpm,5.0
Hyundai Grand i10 Nios Sportz,2019,302000.0,4701,Petrol,Trustmark Dealer,Manual,First Owner,20.7 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0
Maruti Baleno Alpha,2016,210000.0,6757,Petrol,Trustmark Dealer,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Skoda Rapid 1.6 MPI AT Style Plus,2016,236000.0,28182,Petrol,Trustmark Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.52 bhp,153Nm@ 3800rpm,5.0
Nissan Kicks XV BSIV,2019,523000.0,11533,Petrol,Trustmark Dealer,Manual,First Owner,14.23 kmpl,1498 CC,104.55 bhp,142Nm@ 4000rpm,5.0
Honda City i VTEC V,2017,298000.0,11688,Petrol,Trustmark Dealer,Manual,First Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
Toyota Camry 2.5 Hybrid,2016,700000.0,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0
Toyota Corolla Altis 1.8 VL AT,2012,55000.0,57728,Petrol,Trustmark Dealer,Automatic,First Owner,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm,5.0
Maruti Ciaz 1.3 Alpha,2018,324000.0,23712,Diesel,Trustmark Dealer,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
Ford Ecosport 1.5 Ti VCT AT Titanium,2015,119000.0,70670,Petrol,Trustmark Dealer,Automatic,First Owner,16.5 kmpl,1499 CC,110 bhp,140Nm@ 4400rpm,5.0
Maruti Alto 800 LXI,2014,40000.0,43381,Petrol,Dealer,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Honda City i VTEC CVT VX,2014,121000.0,79011,Petrol,Trustmark Dealer,Automatic,First Owner,18.0 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
Honda Jazz VX,2016,192000.0,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
Maruti SX4 VDI,2014,85000.0,50000,Diesel,Individual,Manual,Second Owner,21.79 kmpl,1248 CC,88.73 bhp,200Nm@ 1750rpm,5.0
Maruti Wagon R VXI BS IV,2011,30000.0,40000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Hyundai Grand i10 1.2 Kappa Asta,2018,206000.0,10000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
Mahindra Thar CRDe,2017,271000.0,35000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6.0
Maruti Ritz VXi,2015,70000.0,58500,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5.0
Maruti Baleno Delta 1.2,2018,201000.0,20000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0
Nissan Micra XL,2011,30000.0,43500,Petrol,Individual,Manual,Second Owner,18.06 kmpl,1198 CC,75 bhp,104Nm@ 4000rpm,5.0
Tata Hexa XT,2018,551000.0,30000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,120000.0,63000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0
Mahindra Bolero 2011-2019 ZLX BSIII,2016,252000.0,35000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
Tata Indigo eCS LS TDI BSIII,2012,30000.0,110000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0
Tata Hexa XT,2018,551000.0,25000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0
Hyundai Xcent 1.2 VTVT S AT,2017,203000.0,30000,Petrol,Individual,Automatic,First Owner,17.36 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
Mahindra Bolero 2011-2019 SLX,2012,42000.0,50000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
Mahindra Marazzo M6 8Str,2018,420000.0,35000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8.0
Renault KWID 1.0 RXT Optional,2018,122000.0,30000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
Honda City i VTEC VX,2014,130000.0,56000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
Maruti Wagon R VXI BS IV,2017,140000.0,12700,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Tata Nexon 1.5 Revotorq XM,2018,245000.0,35000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0
Hyundai Xcent 1.2 Kappa SX,2017,182000.0,30000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
Mahindra Scorpio LX BSIV,2012,41000.0,120000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9.0
Tata Safari Storme EX,2017,283000.0,100000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0
Renault KWID RXT,2017,122000.0,34000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
Mahindra Xylo D2,2011,45000.0,56000,Diesel,Individual,Manual,First Owner,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8.0
Hyundai i10 Era,2008,30000.0,90000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0
Hyundai Santro Xing GLS,2010,30000.0,65000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
Tata New Safari DICOR 2.2 EX 4x4,2011,30000.0,80000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138 bhp,320Nm@ 1700-2700rpm,7.0
Mahindra Scorpio VLX 2WD BSIV,2012,52000.0,90000,Diesel,Individual,Manual,Third Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
Maruti Alto K10 VXI,2015,57000.0,40000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
Hyundai Creta 1.6 CRDi SX,2016,298000.0,58000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
Ford Freestyle Titanium Petrol BSIV,2018,245000.0,19100,Petrol,Individual,Manual,First Owner,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm,5.0
Maruti Ertiga ZXI Plus Petrol,2018,315000.0,25000,Petrol,Individual,Manual,First Owner,19.34 kmpl,1462 CC,103 bhp,138Nm@ 4400rpm,7.0
Maruti Alto LXi BSIII,2005,30000.0,49455,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Hyundai EON D Lite Plus Option,2016,73000.0,100000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
Tata Indica Vista Quadrajet LS,2013,30000.0,120000,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0
Hyundai i20 Asta Optional With Sunroof 1.2,2010,30000.0,90000,Petrol,Individual,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0
Chevrolet Sail Hatchback LS ABS,2013,84000.0,46815,Diesel,Individual,Manual,Second Owner,22.1 kmpl,1248 CC,76.9 bhp,205Nm@ 1750rpm,5.0
Tata Indica Vista TDI LS,2013,30000.0,110000,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5.0
Hyundai EON Era Plus,2015,48000.0,80000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
Maruti Ertiga ZDI,2013,73000.0,100000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0
Maruti Wagon R VXI BS IV with ABS,2014,60000.0,80000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.06 bhp,90Nm@ 3500rpm,5.0
Hyundai Xcent 1.2 VTVT S,2018,168000.0,40000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
Maruti Celerio VXI,2015,66000.0,70000,Petrol,Individual,Manual,Third Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Tata Indica Vista Aqua 1.4 TDI,2011,30000.0,80000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5.0
Maruti Alto 800 LXI,2014,50000.0,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Tata Indica Vista Aqua 1.4 TDI,2011,30000.0,80000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5.0
Nissan Micra XV,2011,30000.0,60000,Petrol,Individual,Manual,Second Owner,18.06 kmpl,1198 CC,75 bhp,104Nm@ 4000rpm,5.0
Hyundai i20 1.2 Spotz,2017,192000.0,50000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Hyundai i20 Sportz 1.4 CRDi,2016,228000.0,30000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
Hyundai Grand i10 Magna,2017,156000.0,25000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
Toyota Innova 2.5 V Diesel 7-seater,2010,38000.0,334000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0
Mahindra NuvoSport N8,2016,199000.0,100000,Diesel,Individual,Manual,First Owner,17.45 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Renault Duster Adventure Edition,2014,84000.0,175000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0
Maruti SX4 ZXI AT,2011,30000.0,65000,Petrol,Individual,Automatic,Third Owner,12.6 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm,5.0
Maruti SX4 ZXI AT,2011,30000.0,65000,Petrol,Individual,Automatic,Third Owner,12.6 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm,5.0
Hyundai Santro Xing GLS,2009,30000.0,90000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
Ford Figo Diesel Titanium,2011,30000.0,80000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
Mahindra Scorpio S11 BSIV,2018,461000.0,110000,Diesel,Individual,Manual,First Owner,16.36 kmpl,2179 CC,140 bhp,320Nm@ 1500-2800rpm,7.0
Toyota Etios Liva GD,2012,30000.0,80000,Diesel,Individual,Manual,Second Owner,,,,,
Honda Civic Hybrid,2008,30000.0,60000,Petrol,Individual,Automatic,Third Owner,20.0 kmpl,1339 CC,108.5 bhp,123Nm@ 1000-2500rpm,5.0
Mahindra Xylo D4,2014,53000.0,160000,Diesel,Individual,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm,7.0
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2010,54000.0,100875,Diesel,Individual,Automatic,First Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
Maruti Baleno Delta 1.2,2018,196000.0,20000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0
Maruti Swift Dzire VXI,2016,175000.0,30000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0
Hyundai Grand i10 CRDi Asta Option,2013,49000.0,118000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0
Hyundai Verna 1.6 SX,2013,84000.0,69000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
Maruti Swift Dzire LXI,2015,87000.0,25000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0
Hyundai Xcent 1.2 Kappa AT S Option,2015,76000.0,100000,Petrol,Individual,Automatic,First Owner,16.9 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0
Maruti Swift Dzire VDI,2015,85000.0,110000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Nissan Terrano XL 85 PS,2015,96000.0,60000,Diesel,Individual,Manual,Third Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
Hyundai Santro Xing GL,2008,30000.0,128000,Petrol,Individual,Manual,First Owner,0.0 kmpl,1086 CC,62 bhp,96.1Nm@ 3000rpm,5.0
Tata Tiago 1.05 Revotorq XE,2017,102000.0,120000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
Toyota Etios Liva GD,2012,30000.0,80000,Diesel,Individual,Manual,Second Owner,,,,,
Hyundai Grand i10 Nios AMT Sportz,2020,371000.0,5000,Petrol,Individual,Automatic,First Owner,20.7 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0
Hyundai i10 Sportz Option,2009,30000.0,90000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0
Hyundai Creta 1.6 CRDi SX Option,2017,416000.0,90000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
